Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Distance_to_Shore,Exposure,Depth_m,Bleaching_Level,Percent_Bleaching,Temperature_Mean,Temperature_Maximum,Temperature_Kelvin,Windspeed,SSTA_Maximum,SSTA_DHW,Date,Year,Month
23.163,-82.526,Atlantic,Tropical Atlantic,8519.23,Exposed,10.0,1,50.2,300.67,304.69,302.05,8.0,2.24,0.0,2005-09-15,2005,9
-17.575,-149.7833,Pacific,Eastern Indo-Pacific,1431.62,Exposed,14.0,1,50.7,300.73,305.01,303.3,2.0,3.1,0.26,1991-03-15,1991,3
18.369,-64.564,Atlantic,Tropical Atlantic,182.33,Exposed,7.0,1,50.9,300.32,304.14,299.18,8.0,2.83,0.0,2006-01-15,2006,1
17.76,-64.568,Atlantic,Tropical Atlantic,313.13,Exposed,9.02,1,50.9,300.38,304.07,299.61,3.0,2.47,0.0,2006-04-15,2006,4
17.769,-64.583,Atlantic,Tropical Atlantic,792.0,Exposed,12.5,1,50.9,300.38,303.76,299.7,3.0,2.3,0.0,2006-04-15,2006,4
9.822,-75.891,Atlantic,Tropical Atlantic,4569.6,Sometimes,11.5,1,51.0,302.02,305.48,303.22,1.0,2.73,4.28,2005-08-15,2005,8
25.425,-80.161,Atlantic,Tropical Atlantic,3920.39,Sometimes,4.05,1,51.4,299.73,305.55,302.62,8.0,3.18,1.53,2005-09-15,2005,9
17.793,-64.628,Atlantic,Tropical Atlantic,439.36,Exposed,4.82,1,51.7,300.38,303.86,299.7,3.0,2.37,0.0,2006-04-15,2006,4
16.533,-87.979,Atlantic,Tropical Atlantic,8871.56,Exposed,9.0,1,51.8,301.23,305.65,301.49,8.0,3.08,5.3,2005-10-15,2005,10
17.784,-64.609,Atlantic,Tropical Atlantic,435.67,Sometimes,14.51,1,51.8,300.38,303.76,299.7,3.0,2.3,0.0,2006-04-15,2006,4
18.288,-87.82,Atlantic,Tropical Atlantic,1412.4,Exposed,15.0,1,52.0,300.9,304.89,301.48,5.0,4.49,6.59,2005-08-15,2005,8
11.324,-60.616,Atlantic,Tropical Atlantic,481.51,Exposed,12.0,1,52.0,300.36,304.3,300.86,6.0,3.68,7.59,2005-11-15,2005,11
25.332,-80.181,Atlantic,Tropical Atlantic,6212.5,Exposed,3.75,1,52.0,299.75,305.11,303.13,3.0,2.6,1.93,2005-08-15,2005,8
17.935,-67.019,Atlantic,Tropical Atlantic,107.64,Exposed,16.5,1,52.0,300.76,304.94,300.14,7.0,2.8,1.02,2005-12-15,2005,12
18.675,-87.707,Atlantic,Tropical Atlantic,1599.68,Sometimes,14.9,1,52.2,300.88,304.62,299.85,6.0,3.18,0.88,2005-12-15,2005,12
25.998,-80.102,Atlantic,Tropical Atlantic,1415.91,Exposed,8.3,1,52.2,299.74,304.66,302.48,7.0,2.6,3.85,2005-09-15,2005,9
18.667,-87.716,Atlantic,Tropical Atlantic,973.06,Sometimes,9.8,1,52.4,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
18.66,-87.709,Atlantic,Tropical Atlantic,1785.54,Sometimes,10.55,1,52.6,300.87,304.6,299.42,7.0,2.64,3.75,2005-11-15,2005,11
18.72,-87.698,Atlantic,Tropical Atlantic,537.9,Sometimes,16.05,1,52.6,300.88,304.39,303.06,4.0,4.03,5.58,2005-08-15,2005,8
18.704,-87.702,Atlantic,Tropical Atlantic,1212.26,Sometimes,15.25,1,52.6,300.88,304.62,299.85,6.0,3.18,0.88,2005-12-15,2005,12
11.222,-60.784,Atlantic,Tropical Atlantic,309.43,Exposed,7.0,1,52.6,300.46,304.45,302.43,6.0,2.67,1.16,2005-10-15,2005,10
18.055,-67.86,Atlantic,Tropical Atlantic,1144.85,Exposed,18.0,1,52.8,300.62,303.6,300.41,6.0,1.9,0.0,2005-12-15,2005,12
18.707,-87.707,Atlantic,Tropical Atlantic,603.83,Sometimes,5.35,1,52.9,300.88,304.6,299.5,6.0,3.48,0.0,2006-03-15,2006,3
18.667,-87.716,Atlantic,Tropical Atlantic,973.06,Sometimes,10.35,1,52.9,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
19.967,-87.453,Atlantic,Tropical Atlantic,1260.9,Exposed,10.4,1,52.9,300.81,305.36,299.85,6.0,4.0,4.39,2005-11-15,2005,11
18.718,-87.692,Atlantic,Tropical Atlantic,1184.38,Sometimes,14.9,1,52.9,300.88,304.39,299.84,6.0,4.03,2.65,2005-12-15,2005,12
-9.968,150.842,Pacific,Central Indo-Pacific,1060.12,Sheltered,10.0,1,53.0,301.04,306.23,302.33,3.0,3.56,2.47,1996-02-15,1996,2
14.26,-60.54,Atlantic,Tropical Atlantic,36179.5,Exposed,10.0,1,53.3,300.43,304.45,300.3,8.0,2.87,3.64,2005-12-15,2005,12
18.724,-87.697,Atlantic,Tropical Atlantic,345.0,Sometimes,8.2,1,53.3,300.88,304.39,300.49,7.0,4.03,8.95,2005-11-15,2005,11
25.975,-80.105,Atlantic,Tropical Atlantic,1320.0,Exposed,9.9,1,53.3,299.75,304.67,302.54,7.0,2.59,4.19,2005-09-15,2005,9
18.287,-87.818,Atlantic,Tropical Atlantic,1577.81,Exposed,15.0,1,53.6,300.85,305.2,301.77,5.0,3.44,8.16,2005-08-15,2005,8
18.66,-87.709,Atlantic,Tropical Atlantic,1785.54,Sometimes,14.15,1,53.8,300.87,304.6,301.64,4.0,2.64,0.56,2005-05-15,2005,5
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,5.35,1,53.8,300.88,304.62,302.97,4.0,3.18,4.6,2005-08-15,2005,8
18.634,-87.718,Atlantic,Tropical Atlantic,1118.47,Sometimes,17.7,1,53.8,300.87,304.6,302.43,5.0,2.64,2.12,2005-06-15,2005,6
18.69,-87.709,Atlantic,Tropical Atlantic,806.3,Sometimes,16.1,1,53.8,300.88,304.62,302.97,4.0,3.18,4.6,2005-08-15,2005,8
17.797,-64.612,Atlantic,Tropical Atlantic,1003.57,Exposed,10.61,1,53.9,300.38,304.05,299.7,3.0,2.54,0.0,2006-04-15,2006,4
18.003,-67.332,Atlantic,Tropical Atlantic,12674.54,Exposed,16.0,1,53.9,300.81,304.57,300.69,6.0,2.56,5.72,2005-12-15,2005,12
17.563,-87.475,Atlantic,Tropical Atlantic,11404.29,Exposed,11.0,1,54.0,300.92,304.89,300.3,9.0,2.68,3.23,2005-10-15,2005,10
18.421,-75.0222,Atlantic,Tropical Atlantic,928.31,Exposed,7.0527267466650425,1,54.0,301.08,305.11,302.06,5.0,2.86,5.83,2006-11-15,2006,11
11.332,-60.646,Atlantic,Tropical Atlantic,3000.09,Exposed,12.0,1,54.2,300.38,304.23,300.78,6.0,3.86,6.24,2005-11-15,2005,11
25.598,-80.094,Atlantic,Tropical Atlantic,9724.38,Exposed,9.6,1,54.3,299.85,305.52,304.0,3.0,2.56,1.22,2005-08-15,2005,8
19.933,-87.432,Atlantic,Tropical Atlantic,671.32,Exposed,18.3,1,54.5,300.81,304.98,303.7,4.0,2.78,7.61,2005-09-15,2005,9
17.802,-64.612,Atlantic,Tropical Atlantic,1536.05,Exposed,7.3,1,54.6,300.38,304.05,302.12,6.0,2.54,9.31,2005-10-15,2005,10
-14.33,-170.5,Pacific,Eastern Indo-Pacific,6923.2,Exposed,8.5,1,55.0,301.39,304.6,303.02,3.0,2.95,5.14,2009-12-15,2009,12
-19.15,146.85,Pacific,Central Indo-Pacific,275.04,Sheltered,5.0,1,55.0,299.11,305.69,302.37,5.0,3.34,9.01,1998-03-15,1998,3
13.212,-59.645,Atlantic,Tropical Atlantic,418.56,Sheltered,13.5,1,55.0,300.49,303.71,300.13,9.0,2.59,0.0,2006-01-15,2006,1
17.563,-87.475,Atlantic,Tropical Atlantic,11404.29,Exposed,11.0,1,55.0,300.92,304.89,300.3,9.0,2.68,3.23,2005-10-15,2005,10
16.36,-61.574,Atlantic,Tropical Atlantic,1279.31,Sometimes,12.0,1,55.0,300.44,304.07,301.93,7.0,2.87,0.0,2005-11-15,2005,11
-8.366,116.076,Pacific,Central Indo-Pacific,301.9,Exposed,7.0527267466650425,1,55.0,301.71,305.44,301.95,4.0,3.29,0.0,2010-06-15,2010,6
-8.353,116.027,Pacific,Central Indo-Pacific,194.45,Exposed,7.0527267466650425,1,55.0,301.61,305.45,301.95,4.0,3.03,2.92,2010-06-15,2010,6
-8.344,116.061,Pacific,Central Indo-Pacific,51.85,Exposed,7.0527267466650425,1,55.0,301.59,305.47,301.95,4.0,3.52,1.79,2010-06-15,2010,6
-19.672,63.417,Indian,Western Indo-Pacific,1035.1,Exposed,3.5,1,55.0,298.4,303.48,302.24,4.0,3.31,3.18,2005-03-15,2005,3
18.707,-87.704,Atlantic,Tropical Atlantic,912.32,Sometimes,14.3,1,55.0,300.88,304.6,299.04,6.0,3.48,0.0,2006-02-15,2006,2
20.8,-86.8,Atlantic,Tropical Atlantic,9427.08,Exposed,5.5,1,55.0,300.86,304.23,303.14,4.0,2.09,1.06,2009-09-15,2009,9
25.462,-80.133,Atlantic,Tropical Atlantic,5138.98,Sometimes,5.85,1,55.0,299.83,305.07,304.07,3.0,3.09,1.38,2005-08-15,2005,8
18.707,-87.706,Atlantic,Tropical Atlantic,706.52,Sometimes,9.6,1,55.2,300.88,304.6,299.99,7.0,3.48,6.63,2005-11-15,2005,11
18.667,-87.717,Atlantic,Tropical Atlantic,888.61,Sometimes,4.75,1,55.6,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
18.675,-87.707,Atlantic,Tropical Atlantic,1599.68,Sometimes,14.35,1,55.6,300.88,304.62,303.57,4.0,3.18,6.52,2005-09-15,2005,9
19.967,-87.453,Atlantic,Tropical Atlantic,1260.9,Exposed,8.8,1,55.6,300.81,305.36,302.55,3.0,4.0,5.2,2005-08-15,2005,8
19.275,-81.349,Atlantic,Tropical Atlantic,500.99,Sheltered,12.0,1,56.0,301.11,304.75,300.6,3.0,2.29,0.0,1988-05-15,1988,5
15.262,-61.271,Atlantic,Tropical Atlantic,160.25,Exposed,12.5,1,56.0,300.4,304.31,301.24,6.0,3.24,5.7,2006-11-15,2006,11
18.707,-87.704,Atlantic,Tropical Atlantic,912.32,Sometimes,15.0,1,56.0,300.88,304.6,299.5,6.0,3.48,0.0,2006-03-15,2006,3
11.193,-60.826,Atlantic,Tropical Atlantic,2294.83,Exposed,12.0,1,56.0,300.49,304.48,300.09,6.0,2.76,6.28,2005-11-15,2005,11
18.66,-87.709,Atlantic,Tropical Atlantic,1785.54,Sometimes,10.1,1,56.3,300.87,304.6,299.42,7.0,2.64,3.75,2005-11-15,2005,11
19.967,-87.453,Atlantic,Tropical Atlantic,1260.9,Exposed,9.45,1,56.3,300.81,305.36,299.88,5.0,4.0,0.0,2005-12-15,2005,12
25.008,-80.424,Atlantic,Tropical Atlantic,5287.21,Sometimes,4.0,1,56.3,299.8,304.86,302.38,7.0,2.8,0.0,2005-09-15,2005,9
18.681,-87.711,Atlantic,Tropical Atlantic,975.99,Sometimes,14.8,1,56.4,300.88,304.62,299.85,6.0,3.18,0.88,2005-12-15,2005,12
23.71,-76.076,Atlantic,Tropical Atlantic,1228.21,Sheltered,3.12,1,56.5,299.83,304.91,302.48,6.0,3.53,6.17,2005-10-15,2005,10
23.142,-82.491,Atlantic,Tropical Atlantic,6076.0,Exposed,10.0,1,56.6,300.65,304.48,301.87,8.0,2.14,0.0,2005-09-15,2005,9
11.199,-60.8,Atlantic,Tropical Atlantic,244.6,Exposed,12.0,1,56.7,300.49,304.48,301.29,6.0,2.76,7.49,2005-10-15,2005,10
18.707,-87.704,Atlantic,Tropical Atlantic,912.32,Sometimes,15.4,1,56.8,300.88,304.6,299.8,6.0,3.48,1.32,2005-12-15,2005,12
17.5,-87.758,Atlantic,Tropical Atlantic,751.72,Sometimes,11.25,1,56.9,300.97,304.26,301.01,9.0,2.85,4.4,2005-10-15,2005,10
23.831,-76.198,Atlantic,Tropical Atlantic,373.08,Sheltered,3.65,1,57.1,299.83,304.63,301.81,6.0,3.43,2.65,2005-10-15,2005,10
18.687,-87.712,Atlantic,Tropical Atlantic,596.64,Sometimes,7.3,1,57.1,300.88,304.62,302.51,5.0,3.18,1.82,2005-06-15,2005,6
18.634,-87.72,Atlantic,Tropical Atlantic,909.45,Sometimes,9.1,1,57.1,300.87,304.6,301.82,5.0,2.64,1.35,2006-06-15,2006,6
18.634,-87.719,Atlantic,Tropical Atlantic,1006.85,Sometimes,9.85,1,57.1,300.87,304.6,303.31,4.0,2.64,4.82,2005-09-15,2005,9
18.721,-87.691,Atlantic,Tropical Atlantic,1136.24,Sometimes,8.2,1,57.1,300.88,304.39,300.49,7.0,4.03,8.95,2005-11-15,2005,11
18.718,-87.693,Atlantic,Tropical Atlantic,1112.23,Sometimes,9.95,1,57.1,300.88,304.39,303.06,4.0,4.03,5.58,2005-08-15,2005,8
18.685,-87.707,Atlantic,Tropical Atlantic,1104.91,Sometimes,7.3,1,57.1,300.88,304.62,302.51,5.0,3.18,1.82,2005-06-15,2005,6
17.785,-64.609,Atlantic,Tropical Atlantic,265.51,Exposed,12.0,1,57.1,300.38,303.76,299.68,8.0,2.3,0.0,2006-01-15,2006,1
18.279,-64.898,Atlantic,Tropical Atlantic,150.06,Sheltered,15.0,1,57.4,300.4,304.35,299.06,4.0,2.53,0.0,2006-03-15,2006,3
-14.33,-170.5,Pacific,Eastern Indo-Pacific,6923.2,Exposed,8.5,1,57.5,301.39,304.6,301.5,4.0,2.95,5.35,2008-01-15,2008,1
24.536,-81.457,Atlantic,Tropical Atlantic,8179.06,Exposed,12.5,1,57.6,299.82,306.73,302.78,8.0,3.59,4.2,2005-09-15,2005,9
18.707,-87.706,Atlantic,Tropical Atlantic,706.52,Sometimes,9.2,1,57.9,300.88,304.6,299.04,6.0,3.48,0.0,2006-02-15,2006,2
18.675,-87.708,Atlantic,Tropical Atlantic,1492.58,Sometimes,11.35,1,57.9,300.88,304.62,299.8,7.0,3.18,5.39,2005-11-15,2005,11
11.194,-60.836,Atlantic,Tropical Atlantic,2353.67,Exposed,12.0,1,57.9,300.49,304.35,300.17,6.0,2.39,1.04,2005-11-15,2005,11
18.366,-64.805,Atlantic,Tropical Atlantic,94.91,Sheltered,10.0,1,58.0,300.36,304.42,299.42,4.0,2.76,0.0,2006-03-15,2006,3
18.452,-64.53,Atlantic,Tropical Atlantic,273.85,Sheltered,2.0,1,58.1,300.24,304.02,301.01,6.0,3.3,8.49,2005-10-15,2005,10
18.681,-87.713,Atlantic,Tropical Atlantic,784.52,Sometimes,10.0,1,58.1,300.88,304.62,299.03,6.0,3.18,0.0,2006-02-15,2006,2
18.724,-87.698,Atlantic,Tropical Atlantic,265.94,Sometimes,5.35,1,58.3,300.88,304.39,303.06,4.0,4.03,5.58,2005-08-15,2005,8
19.967,-87.453,Atlantic,Tropical Atlantic,1260.9,Exposed,8.8,1,58.3,300.81,305.36,299.85,6.0,4.0,4.39,2005-11-15,2005,11
18.72,-87.699,Atlantic,Tropical Atlantic,451.72,Sometimes,9.45,1,58.3,300.88,304.6,299.99,7.0,3.48,6.63,2005-11-15,2005,11
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,10.4,1,58.3,300.88,304.62,302.97,4.0,3.18,4.6,2005-08-15,2005,8
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,6.55,1,58.3,300.88,304.62,299.8,7.0,3.18,5.39,2005-11-15,2005,11
18.704,-87.702,Atlantic,Tropical Atlantic,1212.26,Sometimes,13.75,1,58.3,300.88,304.62,301.35,4.0,3.18,0.72,2005-05-15,2005,5
18.634,-87.718,Atlantic,Tropical Atlantic,1118.47,Sometimes,17.85,1,58.3,300.87,304.6,302.43,5.0,2.64,2.12,2005-06-15,2005,6
17.785,-64.609,Atlantic,Tropical Atlantic,265.51,Exposed,12.0,1,58.3,300.38,303.76,299.68,8.0,2.3,0.0,2006-01-15,2006,1
13.292,-59.663,Atlantic,Tropical Atlantic,1499.36,Sheltered,11.5,1,58.4,300.51,304.48,304.17,5.0,2.82,2.78,2005-09-15,2005,9
25.41,-80.157,Atlantic,Tropical Atlantic,4741.47,Sometimes,2.4,1,58.6,299.91,304.84,303.22,3.0,2.48,1.03,2005-08-15,2005,8
23.831,-76.198,Atlantic,Tropical Atlantic,373.08,Sheltered,3.65,1,58.8,299.83,304.63,301.81,6.0,3.43,2.65,2005-10-15,2005,10
18.718,-87.693,Atlantic,Tropical Atlantic,1112.23,Sometimes,10.8,1,58.8,300.88,304.39,301.2,4.0,4.03,1.05,2005-05-15,2005,5
17.767,-64.828,Atlantic,Tropical Atlantic,256.32,Exposed,13.0,1,59.0,300.48,304.5,300.17,3.0,3.24,0.0,2006-04-15,2006,4
18.3137,-75.0134,Atlantic,Tropical Atlantic,8294.26,Exposed,7.0527267466650425,1,59.0,301.07,304.54,302.14,5.0,2.49,5.05,2006-11-15,2006,11
18.072,-67.938,Atlantic,Tropical Atlantic,655.61,Exposed,14.0,1,59.2,300.62,303.76,300.67,6.0,1.96,1.0,2005-12-15,2005,12
18.38,-64.711,Atlantic,Tropical Atlantic,229.47,Sheltered,5.0,1,59.4,300.31,304.29,299.73,8.0,2.86,0.0,2006-01-15,2006,1
25.036,-80.403,Atlantic,Tropical Atlantic,4726.2,Sometimes,3.0,1,59.4,299.81,305.1,303.22,4.0,4.02,1.35,2005-08-15,2005,8
25.435,-80.136,Atlantic,Tropical Atlantic,5820.23,Sometimes,4.05,1,59.5,299.83,305.55,303.85,3.0,3.09,1.73,2005-08-15,2005,8
25.009,-80.447,Atlantic,Tropical Atlantic,4457.21,Sometimes,3.0,1,59.5,299.8,304.86,302.38,7.0,2.8,0.0,2005-09-15,2005,9
23.831,-76.198,Atlantic,Tropical Atlantic,373.08,Sheltered,3.65,1,60.0,299.83,304.63,301.81,6.0,3.43,2.65,2005-10-15,2005,10
17.5,-87.758,Atlantic,Tropical Atlantic,751.72,Sometimes,11.25,1,60.0,300.97,304.26,301.01,9.0,2.85,4.4,2005-10-15,2005,10
18.35,-64.61,Atlantic,Tropical Atlantic,74.11,Sheltered,10.0,1,60.0,300.29,304.14,299.8,7.0,2.81,4.01,2005-12-15,2005,12
18.384,-64.735,Atlantic,Tropical Atlantic,182.05,Sheltered,5.0,1,60.0,300.31,304.29,300.32,7.0,2.86,3.07,2005-12-15,2005,12
18.357,-64.589,Atlantic,Tropical Atlantic,170.36,Sheltered,15.0,1,60.0,300.29,304.14,299.8,7.0,2.81,4.01,2005-12-15,2005,12
18.441,-64.548,Atlantic,Tropical Atlantic,80.58,Sheltered,5.0,1,60.0,300.25,304.2,300.27,7.0,2.93,3.11,2005-12-15,2005,12
9.807,-75.833,Atlantic,Tropical Atlantic,1136.72,Sheltered,1.5,1,60.0,302.05,305.57,303.27,1.0,2.74,4.02,2005-08-15,2005,8
-18.159,178.399,Pacific,Central Indo-Pacific,2585.0,Exposed,6.75,1,60.0,299.75,303.87,302.0,5.0,3.53,7.84,2000-04-15,2000,4
-17.575,177.346,Pacific,Central Indo-Pacific,3870.91,Sheltered,7.0527267466650425,1,60.0,301.07,305.23,303.13,4.0,3.03,1.01,2000-04-15,2000,4
-17.565,177.299,Pacific,Central Indo-Pacific,7365.52,Sheltered,7.0527267466650425,1,60.0,301.0,304.83,302.81,5.0,2.46,0.0,2000-04-15,2000,4
-16.834,179.299,Pacific,Central Indo-Pacific,1571.9,Exposed,7.0527267466650425,1,60.0,300.19,304.16,300.67,4.0,3.75,2.24,2000-06-15,2000,6
-16.81,179.239,Pacific,Central Indo-Pacific,4972.01,Exposed,7.0527267466650425,1,60.0,300.23,305.14,300.51,4.0,3.36,4.36,2000-06-15,2000,6
13.512,144.801,Pacific,Central Indo-Pacific,133.2,Sheltered,7.0527267466650425,1,60.0,301.5,304.59,302.77,5.0,2.48,0.0,2007-08-15,2007,8
7.08,171.392,Pacific,Eastern Indo-Pacific,1525.14,Exposed,1.0,1,60.0,301.51,304.37,301.6,7.0,2.56,1.3,1992-12-15,1992,12
7.158,171.069,Pacific,Eastern Indo-Pacific,3322.5,Sheltered,2.0,1,60.0,301.55,305.07,300.09,7.0,2.83,1.04,1992-12-15,1992,12
-19.661,63.413,Indian,Western Indo-Pacific,2301.28,Exposed,3.0,1,60.0,298.39,303.48,302.39,4.0,3.07,4.49,2005-03-15,2005,3
18.707,-87.704,Atlantic,Tropical Atlantic,912.32,Sometimes,13.4,1,60.0,300.88,304.6,299.8,6.0,3.48,1.32,2005-12-15,2005,12
18.707,-87.706,Atlantic,Tropical Atlantic,706.52,Sometimes,10.05,1,60.0,300.88,304.6,299.04,6.0,3.48,0.0,2006-02-15,2006,2
18.681,-87.713,Atlantic,Tropical Atlantic,784.52,Sometimes,8.95,1,60.0,300.88,304.62,301.35,4.0,3.18,0.72,2005-05-15,2005,5
19.933,-87.432,Atlantic,Tropical Atlantic,671.32,Exposed,18.6,1,60.0,300.81,304.98,303.7,4.0,2.78,7.61,2005-09-15,2005,9
18.707,-87.707,Atlantic,Tropical Atlantic,603.83,Sometimes,5.95,1,60.0,300.88,304.6,303.07,4.0,3.48,4.58,2005-08-15,2005,8
18.667,-87.714,Atlantic,Tropical Atlantic,1195.22,Sometimes,15.75,1,60.0,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
18.667,-87.714,Atlantic,Tropical Atlantic,1195.22,Sometimes,15.95,1,60.0,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
18.667,-87.717,Atlantic,Tropical Atlantic,888.61,Sometimes,4.75,1,60.0,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
18.667,-87.717,Atlantic,Tropical Atlantic,888.61,Sometimes,5.75,1,60.0,300.88,304.62,299.48,6.0,3.18,0.0,2006-03-15,2006,3
19.883,-87.426,Atlantic,Tropical Atlantic,486.55,Exposed,3.05,1,60.0,300.83,304.79,301.57,4.0,3.57,1.02,2005-06-15,2005,6
18.634,-87.72,Atlantic,Tropical Atlantic,909.45,Sometimes,4.6,1,60.0,300.87,304.6,302.43,5.0,2.64,2.12,2005-06-15,2005,6
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,12.5,1,60.0,300.88,304.62,301.35,4.0,3.18,0.72,2005-05-15,2005,5
18.635,-87.722,Atlantic,Tropical Atlantic,668.53,Sometimes,4.6,1,60.0,300.87,304.6,302.43,5.0,2.64,2.12,2005-06-15,2005,6
-8.5,179.18,Pacific,Eastern Indo-Pacific,1561.17,Sheltered,7.0527267466650425,1,60.0,302.34,305.05,302.67,2.0,2.76,3.3,2002-05-15,2002,5
18.319,-64.836,Atlantic,Tropical Atlantic,171.76,Sometimes,10.0,1,60.0,300.36,304.05,300.25,3.0,2.24,0.0,2006-04-15,2006,4
25.966,-80.114,Atlantic,Tropical Atlantic,427.7,Exposed,5.6,1,60.0,299.75,304.67,302.54,7.0,2.59,4.19,2005-09-15,2005,9
17.787,-64.604,Atlantic,Tropical Atlantic,753.71,Exposed,12.19,1,60.0,300.38,303.76,299.85,7.0,2.3,1.38,2005-12-15,2005,12
25.423,-80.151,Atlantic,Tropical Atlantic,4930.39,Sometimes,2.55,1,60.4,299.83,305.55,303.85,3.0,3.09,1.73,2005-08-15,2005,8
18.263,-64.872,Atlantic,Tropical Atlantic,1959.7,Exposed,3.5,1,60.5,300.4,304.35,299.79,7.0,2.53,1.44,2005-12-15,2005,12
18.718,-87.693,Atlantic,Tropical Atlantic,1112.23,Sometimes,8.55,1,60.9,300.88,304.39,299.84,6.0,4.03,2.65,2005-12-15,2005,12
14.447,-60.905,Atlantic,Tropical Atlantic,521.4,Sheltered,12.0,1,61.0,300.37,304.47,300.44,8.0,2.78,9.12,2005-12-15,2005,12
25.365,-80.189,Atlantic,Tropical Atlantic,4499.93,Sometimes,4.05,1,61.3,299.75,305.11,303.35,8.0,2.6,1.58,2005-09-15,2005,9
18.634,-87.719,Atlantic,Tropical Atlantic,1006.85,Sometimes,9.1,1,61.5,300.87,304.6,302.43,5.0,2.64,2.12,2005-06-15,2005,6
19.967,-87.453,Atlantic,Tropical Atlantic,1260.9,Exposed,10.8,1,61.5,300.81,305.36,301.28,4.0,4.0,0.0,2006-05-15,2006,5
19.967,-87.453,Atlantic,Tropical Atlantic,1260.9,Exposed,9.95,1,61.5,300.81,305.36,299.85,6.0,4.0,4.39,2005-11-15,2005,11
19.973,-87.453,Atlantic,Tropical Atlantic,1483.98,Exposed,17.6,1,61.5,300.81,305.36,301.28,4.0,4.0,0.0,2006-05-15,2006,5
15.255,-61.261,Atlantic,Tropical Atlantic,143.6,Exposed,3.5,1,61.8,300.4,304.31,301.37,7.0,3.24,7.96,2005-11-15,2005,11
18.72,-87.698,Atlantic,Tropical Atlantic,537.9,Sometimes,14.5,1,61.8,300.88,304.39,299.84,6.0,4.03,2.65,2005-12-15,2005,12
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,9.6,1,61.9,300.88,304.62,299.8,7.0,3.18,5.39,2005-11-15,2005,11
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,9.8,1,61.9,300.88,304.62,299.8,7.0,3.18,5.39,2005-11-15,2005,11
18.704,-87.702,Atlantic,Tropical Atlantic,1212.26,Sometimes,15.85,1,61.9,300.88,304.62,302.97,4.0,3.18,4.6,2005-08-15,2005,8
18.295,-64.868,Atlantic,Tropical Atlantic,1023.87,Exposed,18.0,1,61.9,300.38,304.02,301.54,7.0,2.32,4.35,2006-06-15,2006,6
24.618,-81.19,Atlantic,Tropical Atlantic,7950.11,Exposed,7.6,1,61.9,299.89,305.29,304.14,4.0,3.48,1.04,2005-08-15,2005,8
7.07,171.295,Pacific,Eastern Indo-Pacific,11.55,Sheltered,1.0,1,62.0,301.51,305.29,300.42,4.0,3.14,0.0,1993-05-15,1993,5
18.3966,-75.0086,Atlantic,Tropical Atlantic,281.02,Exposed,7.0527267466650425,1,62.0,301.09,305.07,301.9,5.0,2.6,5.13,2006-11-15,2006,11
25.362,-80.154,Atlantic,Tropical Atlantic,7934.4,Sometimes,5.85,1,62.3,299.86,304.92,303.82,3.0,2.47,1.49,2005-08-15,2005,8
23.71,-76.076,Atlantic,Tropical Atlantic,1228.21,Sheltered,3.12,1,62.5,299.83,304.91,302.48,6.0,3.53,6.17,2005-10-15,2005,10
23.831,-76.198,Atlantic,Tropical Atlantic,373.08,Sheltered,3.65,1,62.5,299.83,304.63,301.81,6.0,3.43,2.65,2005-10-15,2005,10
13.06,-59.557,Atlantic,Tropical Atlantic,567.31,Sheltered,11.5,1,62.5,300.43,304.44,301.63,7.0,2.72,7.84,2005-10-15,2005,10
17.994,-87.901,Atlantic,Tropical Atlantic,1524.54,Exposed,12.75,1,62.5,300.87,304.98,303.86,4.0,3.73,6.23,2005-09-15,2005,9
17.538,-87.744,Atlantic,Tropical Atlantic,1864.56,Exposed,11.85,1,62.5,300.99,304.86,300.43,9.0,2.88,6.44,2005-10-15,2005,10
19.932,-87.434,Atlantic,Tropical Atlantic,451.64,Exposed,7.1,1,62.5,300.81,304.98,299.45,5.0,2.78,0.0,2006-03-15,2006,3
18.66,-87.709,Atlantic,Tropical Atlantic,1785.54,Sometimes,10.25,1,62.5,300.87,304.6,301.64,4.0,2.64,0.56,2005-05-15,2005,5
18.704,-87.704,Atlantic,Tropical Atlantic,1018.88,Sometimes,10.1,1,62.5,300.88,304.62,302.97,4.0,3.18,4.6,2005-08-15,2005,8
11.193,-60.827,Atlantic,Tropical Atlantic,2288.57,Exposed,12.0,1,62.5,300.49,304.35,300.17,6.0,2.39,1.04,2005-11-15,2005,11
