Latitude_Degrees,Longitude_Degrees,Ocean_Name,Realm_Name,Distance_to_Shore,Exposure,Depth_m,Bleaching_Level,Percent_Bleaching,Temperature_Mean,Temperature_Maximum,Temperature_Kelvin,Windspeed,SSTA_Maximum,SSTA_DHW,Date,Year,Month
2.9023,104.1025,Pacific,Central Indo-Pacific,261.55,Sheltered,8.3,0,0.0,301.79,305.42,302.66,2.0,3.51,1.11,2018-10-10,2018,10
2.9023,104.1025,Pacific,Central Indo-Pacific,261.55,Sheltered,8.3,0,0.0,301.79,305.42,302.66,2.0,3.51,1.11,2018-10-10,2018,10
2.9023,104.1025,Pacific,Central Indo-Pacific,261.55,Sheltered,8.0,0,0.0,301.76,305.42,302.07,1.0,3.54,0.0,2007-04-21,2007,4
2.9023,104.1025,Pacific,Central Indo-Pacific,261.55,Sheltered,8.0,0,0.0,301.76,305.42,302.07,1.0,3.54,0.0,2007-04-21,2007,4
2.9036,104.1133,Pacific,Central Indo-Pacific,615.59,Exposed,6.5,0,0.0,301.8,305.42,303.72,1.0,3.52,9.84,2010-09-28,2010,9
2.9036,104.1133,Pacific,Central Indo-Pacific,615.59,Exposed,6.5,0,0.0,301.8,305.42,303.72,1.0,3.52,9.84,2010-09-28,2010,9
2.9132,104.1834,Pacific,Central Indo-Pacific,2328.02,Exposed,9.0,0,0.0,301.71,305.48,303.19,2.0,3.58,6.85,2012-04-23,2012,4
2.9132,104.1834,Pacific,Central Indo-Pacific,2328.02,Exposed,9.0,0,0.0,301.71,305.48,303.19,2.0,3.58,6.85,2012-04-23,2012,4
2.9132,104.1834,Pacific,Central Indo-Pacific,2328.02,Exposed,6.0,0,0.0,301.71,305.48,302.06,2.0,3.58,0.0,2013-03-16,2013,3
2.9132,104.1834,Pacific,Central Indo-Pacific,2328.02,Exposed,6.0,0,0.0,301.71,305.48,302.06,2.0,3.58,0.0,2013-03-16,2013,3
2.9132,104.1834,Pacific,Central Indo-Pacific,2328.02,Exposed,5.0,0,0.0,301.71,305.48,303.19,2.0,3.58,6.85,2012-04-23,2012,4
2.9132,104.1834,Pacific,Central Indo-Pacific,2328.02,Exposed,5.0,0,0.0,301.71,305.48,303.19,2.0,3.58,6.85,2012-04-23,2012,4
2.932,104.0971,Pacific,Central Indo-Pacific,72.78,Sheltered,9.5,0,0.0,301.77,305.29,302.44,2.0,3.42,1.02,2012-03-24,2012,3
2.932,104.0971,Pacific,Central Indo-Pacific,72.78,Sheltered,9.5,0,0.0,301.77,305.29,302.44,2.0,3.42,1.02,2012-03-24,2012,3
2.932,104.0971,Pacific,Central Indo-Pacific,72.78,Sheltered,5.0,0,0.0,301.77,305.29,302.44,2.0,3.42,1.02,2012-03-24,2012,3
2.932,104.0971,Pacific,Central Indo-Pacific,72.78,Sheltered,5.0,0,0.0,301.77,305.29,302.44,2.0,3.42,1.02,2012-03-24,2012,3
3.9508,113.5117,Pacific,Central Indo-Pacific,13207.01,Exposed,15.0,0,0.0,302.77,306.2,304.11,1.0,2.79,1.58,2011-08-13,2011,8
3.9508,113.5117,Pacific,Central Indo-Pacific,13207.01,Exposed,15.0,0,0.0,302.77,306.2,304.11,1.0,2.79,1.58,2011-08-13,2011,8
3.9644,113.5389,Pacific,Central Indo-Pacific,12293.13,Exposed,12.5,0,0.0,302.73,306.23,303.98,1.0,2.65,2.7,2011-08-13,2011,8
3.9644,113.5389,Pacific,Central Indo-Pacific,12293.13,Exposed,12.5,0,0.0,302.73,306.23,303.98,1.0,2.65,2.7,2011-08-13,2011,8
3.9656,113.5406,Pacific,Central Indo-Pacific,12931.9,Exposed,10.4,0,0.0,302.73,306.23,303.98,1.0,2.65,2.7,2011-08-13,2011,8
3.9656,113.5406,Pacific,Central Indo-Pacific,12931.9,Exposed,10.4,0,0.0,302.73,306.23,303.98,1.0,2.65,2.7,2011-08-13,2011,8
3.9945,100.5357,Pacific,Central Indo-Pacific,187.51,Sheltered,5.0,0,0.0,302.97,306.77,303.25,3.0,3.38,2.42,2014-01-27,2014,1
3.9945,100.5357,Pacific,Central Indo-Pacific,187.51,Sheltered,5.0,0,0.0,302.97,306.77,303.25,3.0,3.38,2.42,2014-01-27,2014,1
3.9945,100.5357,Pacific,Central Indo-Pacific,187.51,Sheltered,5.0,0,0.0,302.97,306.77,301.79,1.0,3.38,2.79,2012-01-11,2012,1
3.9945,100.5357,Pacific,Central Indo-Pacific,187.51,Sheltered,5.0,0,0.0,302.97,306.77,301.79,1.0,3.38,2.79,2012-01-11,2012,1
3.9945,100.5357,Pacific,Central Indo-Pacific,187.51,Sheltered,5.0,0,0.0,302.97,306.77,302.3,1.0,3.38,1.1,2013-01-08,2013,1
3.9945,100.5357,Pacific,Central Indo-Pacific,187.51,Sheltered,5.0,0,0.0,302.97,306.77,302.3,1.0,3.38,1.1,2013-01-08,2013,1
4.0008,100.5491,Pacific,Central Indo-Pacific,94.17,Sheltered,5.0,0,0.0,302.97,305.83,301.32,1.0,2.65,3.26,2013-01-09,2013,1
4.0008,100.5491,Pacific,Central Indo-Pacific,94.17,Sheltered,5.0,0,0.0,302.97,305.83,301.32,1.0,2.65,3.26,2013-01-09,2013,1
4.0027,100.5449,Pacific,Central Indo-Pacific,178.2,Sheltered,5.0,0,0.0,302.97,305.83,303.7,1.0,2.65,7.4,2012-01-10,2012,1
4.0027,100.5449,Pacific,Central Indo-Pacific,178.2,Sheltered,5.0,0,0.0,302.97,305.83,303.7,1.0,2.65,7.4,2012-01-10,2012,1
4.0286,100.5437,Pacific,Central Indo-Pacific,139.95,Sheltered,5.0,0,0.0,302.97,305.83,303.7,1.0,2.65,7.4,2012-01-10,2012,1
4.0286,100.5437,Pacific,Central Indo-Pacific,139.95,Sheltered,5.0,0,0.0,302.97,305.83,303.7,1.0,2.65,7.4,2012-01-10,2012,1
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-25,2017,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-25,2017,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-18,2015,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-18,2015,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1043,118.6316,Pacific,Central Indo-Pacific,896.15,Sheltered,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-14,2014,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-14,2014,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-14,2014,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-14,2014,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1043,118.6352,Pacific,Central Indo-Pacific,1061.67,Sheltered,10.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.87,305.38,302.06,2.0,2.94,5.0,2014-11-11,2014,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.87,305.38,302.06,2.0,2.94,5.0,2014-11-11,2014,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-24,2017,11
4.1057,118.6287,Pacific,Central Indo-Pacific,672.15,Sheltered,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-24,2017,11
4.1061,118.6361,Pacific,Central Indo-Pacific,955.47,Sheltered,9.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-08,2004,4
4.1061,118.6361,Pacific,Central Indo-Pacific,955.47,Sheltered,9.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-08,2004,4
4.1061,118.6361,Pacific,Central Indo-Pacific,955.47,Sheltered,3.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-08,2004,4
4.1061,118.6361,Pacific,Central Indo-Pacific,955.47,Sheltered,3.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-08,2004,4
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-13,2014,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-13,2014,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1075,118.6363,Pacific,Central Indo-Pacific,830.95,Sheltered,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-13,2014,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-13,2014,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,4.5,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,4.5,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1093,118.6257,Pacific,Central Indo-Pacific,504.33,Sheltered,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-18,2015,11
4.1118,118.6249,Pacific,Central Indo-Pacific,370.87,Sheltered,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-18,2015,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-24,2017,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-24,2017,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.88,305.38,302.19,2.0,2.83,1.33,2018-11-14,2018,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.87,305.38,302.06,2.0,2.94,5.0,2014-11-11,2014,11
4.1135,118.636,Pacific,Central Indo-Pacific,631.0,Exposed,5.0,0,0.0,301.87,305.38,302.06,2.0,2.94,5.0,2014-11-11,2014,11
4.1152,118.6248,Pacific,Central Indo-Pacific,261.97,Exposed,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1152,118.6248,Pacific,Central Indo-Pacific,261.97,Exposed,5.0,0,0.0,301.87,305.38,301.45,3.0,2.94,0.0,2015-11-17,2015,11
4.1152,118.6248,Pacific,Central Indo-Pacific,261.97,Exposed,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1152,118.6248,Pacific,Central Indo-Pacific,261.97,Exposed,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1152,118.6248,Pacific,Central Indo-Pacific,261.97,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1152,118.6248,Pacific,Central Indo-Pacific,261.97,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1179,118.6257,Pacific,Central Indo-Pacific,191.55,Exposed,3.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-07,2004,4
4.1179,118.6257,Pacific,Central Indo-Pacific,191.55,Exposed,3.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-07,2004,4
4.1179,118.6257,Pacific,Central Indo-Pacific,191.55,Exposed,10.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-07,2004,4
4.1179,118.6257,Pacific,Central Indo-Pacific,191.55,Exposed,10.0,0,0.0,301.87,305.38,302.87,1.0,2.94,0.0,2004-04-07,2004,4
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-03,2016,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-14,2014,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-14,2014,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,4.5,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1182,118.6279,Pacific,Central Indo-Pacific,52.04,Exposed,4.5,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.87,305.38,301.73,1.0,2.94,1.97,2016-11-01,2016,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-25,2017,11
4.1188,118.6291,Pacific,Central Indo-Pacific,200.17,Exposed,5.0,0,0.0,301.88,305.38,302.59,2.0,2.83,3.68,2017-11-25,2017,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.87,305.38,302.3,3.0,2.94,0.0,2015-11-19,2015,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-02,2016,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.87,305.38,302.01,2.0,2.94,1.97,2016-11-02,2016,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1189,118.6342,Pacific,Central Indo-Pacific,582.5,Exposed,5.0,0,0.0,301.88,305.38,300.79,2.0,2.83,1.33,2018-11-13,2018,11
4.1216,118.6365,Pacific,Central Indo-Pacific,976.88,Exposed,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1216,118.6365,Pacific,Central Indo-Pacific,976.88,Exposed,5.0,0,0.0,301.88,305.38,302.93,1.0,2.83,2.11,2017-11-29,2017,11
4.1216,118.6365,Pacific,Central Indo-Pacific,976.88,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1216,118.6365,Pacific,Central Indo-Pacific,976.88,Exposed,5.0,0,0.0,301.87,305.38,302.56,3.0,2.94,3.76,2014-11-12,2014,11
4.1523,118.2575,Pacific,Central Indo-Pacific,16141.66,Exposed,13.0,0,0.0,302.07,305.08,302.85,2.0,2.8,0.0,2013-11-07,2013,11
4.1523,118.2575,Pacific,Central Indo-Pacific,16141.66,Exposed,13.0,0,0.0,302.07,305.08,302.85,2.0,2.8,0.0,2013-11-07,2013,11
4.155,118.8987,Pacific,Central Indo-Pacific,16891.85,Exposed,8.0,0,0.0,301.75,304.52,302.01,2.0,2.72,0.0,2013-11-08,2013,11
4.155,118.8987,Pacific,Central Indo-Pacific,16891.85,Exposed,8.0,0,0.0,301.75,304.52,302.01,2.0,2.72,0.0,2013-11-08,2013,11
4.1621,118.8722,Pacific,Central Indo-Pacific,15395.47,Exposed,8.0,0,0.0,301.75,304.52,302.01,2.0,2.72,0.0,2013-11-08,2013,11
4.1621,118.8722,Pacific,Central Indo-Pacific,15395.47,Exposed,8.0,0,0.0,301.75,304.52,302.01,2.0,2.72,0.0,2013-11-08,2013,11
4.1635,118.2752,Pacific,Central Indo-Pacific,15768.89,Exposed,12.0,0,0.0,302.07,305.08,302.85,2.0,2.8,0.0,2013-11-07,2013,11
