PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
0.8653473954008948,-5.068836008154367,2.557565249222328,-0.244960928379,-0.9104518236680132,0.6337625818707634,-0.6688600781549547,2.4196127936925573,-0.6035889572001829,0.5134835909818954,-0.39723657814384117,-1.2050578047881877,-0.7153811281751303,0.6748767303350852,1.3598493113221828,-1.2953931983801963,-0.40987210506651073
0.8699495704538551,-4.940487415059136,2.580522056893776,-0.18730393832344283,-0.8173877626318113,0.7661470103231035,-1.5170837138576314,2.274242658463785,0.45092536025020585,0.004125201337836762,0.8419876536599914,-1.171639065448034,-0.6774775472969217,0.8254462314378054,1.3386884577167069,-1.2909838564482874,-0.4001260613291002
-2.3496727807336746,2.2393099732052786,-1.3250725368238967,0.21422522289016135,-0.7758638098117961,0.10480440797708256,0.34205204985421117,2.081407081702043,-1.2475513120440562,0.29264888354772994,-0.16169372326301368,-0.6186151050035511,0.8014588518800654,1.5919655559772787,-0.47728738637804563,-0.04624215952598587,-0.41734447829308474
-2.3450706056807142,2.36765856630051,-1.3021157291524488,0.2718822129457185,-0.6827997487755944,0.23718883642942273,-0.5061715858484658,1.9360369464732705,-0.19303699459366777,-0.21670950609632864,1.0775305085408187,-0.5851963656633974,0.839362432758274,1.742535057079999,-0.49844823998352156,-0.041832817594076865,-0.40759843455567435
-1.8212522321095677,-5.310317807611789,0.43680428549813605,0.5004620596191105,0.28707426175516015,0.02307573489340405,0.352480117321909,0.6963726445668385,-1.405711986239095,0.0076124467171238205,0.5893235507214232,0.8564125136184001,-1.323125823070877,0.09313471316328106,0.5669023893625842,0.0751416978691696,-0.343121654751849
-1.8166500570566073,-5.181969214516558,0.4597610931695841,0.5581190496746677,0.3801383227913618,0.15546016334574417,-0.4957435183807682,0.5510025093380659,-0.35119766878870673,-0.5017459429269346,1.8285477825252556,0.8898312529585538,-1.2852222421926682,0.24370421426600117,0.5457415357571083,0.07955103980107872,-0.33337561101443847
-1.869035253274484,-5.562197780659878,-0.14959203705465926,1.71266996598278,-0.28948655151461344,-0.18343485967704654,0.4501126021145202,0.9665240836273397,-0.2984185323998667,-0.21016932282566655,-0.21253579260082392,-0.21431849999813501,-1.2516236284812048,-0.34759470052538555,0.7240036244664206,1.7713348564745348,-1.4448141735785478
-1.8644330782215237,-5.433849187564647,-0.12663522938321134,1.7703269560383372,-0.1964224904784117,-0.05105043122470651,-0.3981110335881569,0.8211539483985671,0.756095785050522,-0.7195277124697251,1.0266884392030087,-0.18089976065798125,-1.2137200476029961,-0.19702519942266533,0.7028427708609447,1.7757441984064437,-1.4350681298411372
-1.5327830249036973,-5.0245309250250365,-0.06721761564711688,1.3943509652108477,-0.006518163779148333,-0.22392504113991263,1.2306998513387328,0.08595420431634,0.49580365381355646,0.2715034448689098,-0.32998505139607515,-0.9958196449295439,-1.339728019449066,-0.12674033780671626,0.38650107926549165,1.3352850201344308,-1.4515080183552502
-1.528180849850737,-4.896182331929805,-0.044260807975668795,1.452007955266405,0.08654589725705344,-0.09154061268757253,0.38247621563605577,-0.059415930912432406,1.5503179712639452,-0.23785494477514865,0.9092391804077574,-0.9624009055893902,-1.3018244385708573,0.023829163296003826,0.3653402256600157,1.33969436206634,-1.4417619746178396
-0.626072926320921,-3.707994358311891,1.1575435107199736,0.23063562131555954,2.3577487640150783,1.3313885750898005,0.5442392085438884,1.6535958972290952,-1.1325421460375533,-1.1873784675545982,-0.280227817425411,1.2738244862116157,-1.2466972279078916,-0.39306465831897575,0.5178768653820266,-0.2841999882159879,0.3909190467375551
-0.6214707512679607,-3.5796457652166596,1.1805003183914218,0.2882926113711168,2.45081282505128,1.4637730035421406,-0.3039844271587884,1.5082257620003228,-0.07802782858716482,-1.6967368571986567,0.9589964143784219,1.3072432255517694,-1.208793647029683,-0.24249515721625567,0.49671601177655067,-0.2797906462840788,0.40066509047496573
-0.11954844557676331,-3.4846079413994366,0.6689338065887884,0.32598801280076656,1.9411084719812552,1.3030562551152105,0.45665384964012473,1.0722369895783264,-0.3901616133968863,-1.335114574794155,-1.0306287939655878,0.027660104386731138,-1.9637065040235508,-0.5250910122575602,-0.37902097374496585,0.7177674488378557,-0.6010178829406154
-0.11494627052380299,-3.356259348304205,0.6918906142602365,0.3836450028563238,2.034172533017457,1.4354406835675506,-0.39156978606255216,0.9268668543495543,0.6643527040535021,-1.8444729644382136,0.20859543783824472,0.06107884372688485,-1.9258029231453422,-0.37452151115484,-0.4001818273504418,0.7221767907697648,-0.5912718392032049
-0.48916272477405315,-0.7073156610139497,0.25194670386757734,0.700149696535781,-1.0450612260241083,-1.117767248011665,1.0166288111563075,-1.9468356858507767,-1.9181370837232075,-0.14113783319277348,0.8361222958011999,1.5652140259470613,-0.1541905809596657,-0.36281424164961806,0.809876028501523,-0.23249196832016045,-0.35188358641510054
-0.4845605497210928,-0.5789670679187182,0.27490351153902537,0.757806686591338,-0.9519971649879067,-0.9853828195593247,0.16840517545363037,-2.092205821079549,-0.8636227662728199,-0.6504962228368318,2.075346527605032,1.5986327652872148,-0.11628700008145702,-0.21224474054689788,0.788715174896047,-0.22808262638825139,-0.3421375426776899
